timestamp,open_time,open,high,low,close,volume,close_time,q_av,trades,taker_buy_base,taker_buy_quote,ignore,price
2020-04-17,1587081600000,172.31,174.88,168.21,170.56,1341267.776,1587167999999,228893903.77257,308154,662022.853,113010549.14014,0,170.56
2020-07-07,1594080000000,241.66,243.9,234.44,239.45,1024076.026,1594166399999,244093092.67784,343892,493464.069,117654408.76251,0,239.45
2020-10-17,1602892800000,365.42,370.91,363.19,368.26,710651.199,1602979199999,260959521.02027,420785,366800.605,134732518.24001,0,368.26
2021-03-08,1615161600000,1727.73,1844.57,1667.86,1834.3,3501989.878,1615247999999,6080210583.95216,2433911,1757257.31,3051783959.64863,0,1834.3
2021-04-01,1617235200000,1923.07,1989.11,1882.1,1969.74,2282765.6,1617321599999,4435453780.00105,1864863,1120030.433,2177035192.55174,0,1969.74
2021-07-29,1627516800000,2300.12,2406.44,2263.33,2382.45,2369811.378,1627603199999,5488185704.97631,2620977,1204318.664,2790126082.73508,0,2382.45
2021-10-08,1633651200000,3589.85,3675.41,3531.0,3563.81,1501949.85,1633737599999,5420718273.95965,2075941,720668.64,2601563902.92571,0,3563.81
2021-12-06,1638748800000,4197.52,4377.58,3920.0,4345.2,2601175.77,1638835199999,10673116598.55363,3318691,1301601.745,5343433952.3364,0,4345.2
2022-03-23,1647993600000,2968.48,3043.69,2915.51,3035.55,1781378.735,1648079999999,5298210934.19466,2048735,881814.931,2623674368.63429,0,3035.55
2022-07-21,1658361600000,1521.26,1607.0,1462.3,1575.39,7325264.216,1658447999999,11149023837.25642,6179726,3720528.406,5665398411.74301,0,1575.39
2022-10-28,1666915200000,1513.7,1574.8,1475.0,1553.79,7430625.343,1667001599999,11324631030.27013,4495171,3688355.724,5623942601.86903,0,1553.79
2023-01-07,1673049600000,1268.54,1270.66,1260.53,1263.65,1186947.058,1673135999999,1500580014.03508,625140,591543.268,747865787.06989,0,1263.65
2023-03-18,1679097600000,1789.21,1846.15,1745.0,1758.52,5475097.503,1679183999999,9841499219.83983,4078321,2708359.036,4869534335.415,0,1758.52
2023-06-04,1685836800000,1890.9,1914.53,1883.19,1888.54,1547682.823,1685923199999,2939610066.72539,1434481,764805.045,1452784775.80217,0,1888.54
2023-06-26,1687737600000,1898.26,1909.32,1836.0,1858.14,3400509.135,1687823999999,6370416998.95966,3162920,1629906.774,3054086373.00139,0,1858.14
2023-10-04,1696377600000,1656.19,1657.05,1615.0,1645.75,1760659.358,1696463999999,2888984570.87979,1800180,871317.804,1430070895.74855,0,1645.75
2023-10-24,1698105600000,1766.35,1854.87,1755.28,1784.31,5148312.495,1698191999999,9289125142.383,5912764,2537428.729,4577941312.19656,0,1784.31
2024-02-10,1707523200000,2485.24,2516.12,2470.04,2499.2,1320062.188,1707609599999,3292566689.2355,1716115,653832.073,1630878042.61357,0,2499.2
2024-05-22,1716336000000,3792.33,3816.84,3655.0,3740.25,3626843.371,1716422399999,13562779469.1395,5376346,1781756.427,6663860888.3651,0,3740.25
2024-07-23,1721692800000,3438.09,3540.94,3384.61,3481.01,3985761.867,1721779199999,13828978662.12502,5226373,1983682.765,6883828450.35069,0,3481.01
2024-09-26,1727308800000,2578.9,2666.17,2557.5,2631.11,2641065.13,1727395199999,6929873789.00273,3328794,1321868.043,3468568465.59914,0,2631.11
2024-10-15,1728950400000,2628.87,2688.76,2536.64,2606.53,3913137.317,1729036799999,10179198376.76577,4603082,1895316.575,4932265835.07717,0,2606.53
2024-11-06,1730851200000,2421.41,2746.02,2419.2,2722.49,6240942.27,1730937599999,16272107312.50839,8360576,3203973.532,8355953157.99743,0,2722.49
2025-05-01,1746057600000,1792.71,1872.71,1791.55,1837.19,5360708.038,1746143999999,9845482567.69241,3726576,2723048.841,5001039618.03466,0,1837.19
2025-07-09,1752019200000,2613.97,2795.73,2588.49,2767.7,7269179.795,1752105599999,19472870001.08627,5653754,3768214.373,10101424349.21511,0,2767.7
